game_id,season_id,year,phase,date,group,team,team_id,side,opponent,runs_scored,runs_allowed,hits,errors,win
kQkT3,CPBL-2020-KS,2020,一軍,2020-09-17,例行賽,富邦悍將,Bh3cW,home,中信兄弟,4,10,9,0,0
kQkT3,CPBL-2020-KS,2020,一軍,2020-09-17,例行賽,中信兄弟,n51lm,away,富邦悍將,10,4,11,0,1
Opf6v,CPBL-2020-KS,2020,一軍,2020-09-16,例行賽,富邦悍將,Bh3cW,home,中信兄弟,10,4,12,0,1
Opf6v,CPBL-2020-KS,2020,一軍,2020-09-16,例行賽,中信兄弟,n51lm,away,富邦悍將,4,10,11,0,0
RCbBw,CPBL-2020-KS,2020,一軍,2020-09-16,例行賽,統一7-ELEVEn獅,ORcS5,home,樂天桃猿,11,5,13,0,1
RCbBw,CPBL-2020-KS,2020,一軍,2020-09-16,例行賽,樂天桃猿,BCqA8,away,統一7-ELEVEn獅,5,11,13,0,0
rH9ip,CPBL-2020-KS,2020,一軍,2020-09-15,例行賽,統一7-ELEVEn獅,ORcS5,home,樂天桃猿,4,1,9,0,1
rH9ip,CPBL-2020-KS,2020,一軍,2020-09-15,例行賽,樂天桃猿,BCqA8,away,統一7-ELEVEn獅,1,4,4,0,0
fGx5f,CPBL-2020-KS,2020,一軍,2020-09-13,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,5,4,9,0,1
fGx5f,CPBL-2020-KS,2020,一軍,2020-09-13,例行賽,樂天桃猿,BCqA8,away,富邦悍將,4,5,6,0,0
rBYMH,CPBL-2020-KS,2020,一軍,2020-09-13,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,6,3,11,0,1
rBYMH,CPBL-2020-KS,2020,一軍,2020-09-13,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,3,6,9,0,0
Rvp1d,CPBL-2020-KS,2020,一軍,2020-09-12,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,12,1,16,0,1
Rvp1d,CPBL-2020-KS,2020,一軍,2020-09-12,例行賽,樂天桃猿,BCqA8,away,富邦悍將,1,12,8,0,0
8esWi,CPBL-2020-KS,2020,一軍,2020-09-11,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,4,7,11,0,0
8esWi,CPBL-2020-KS,2020,一軍,2020-09-11,例行賽,樂天桃猿,BCqA8,away,富邦悍將,7,4,14,0,1
myZs0,CPBL-2020-KS,2020,一軍,2020-09-11,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,2,12,7,0,0
myZs0,CPBL-2020-KS,2020,一軍,2020-09-11,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,12,2,15,0,1
1sjWc,CPBL-2020-KS,2020,一軍,2020-09-10,例行賽,樂天桃猿,BCqA8,home,中信兄弟,5,4,10,0,1
1sjWc,CPBL-2020-KS,2020,一軍,2020-09-10,例行賽,中信兄弟,n51lm,away,樂天桃猿,4,5,9,0,0
JbonV,CPBL-2020-KS,2020,一軍,2020-09-09,例行賽,樂天桃猿,BCqA8,home,中信兄弟,1,8,11,0,0
JbonV,CPBL-2020-KS,2020,一軍,2020-09-09,例行賽,中信兄弟,n51lm,away,樂天桃猿,8,1,12,0,1
HAg56,CPBL-2020-KS,2020,一軍,2020-09-09,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,6,0,10,0,1
HAg56,CPBL-2020-KS,2020,一軍,2020-09-09,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,0,6,6,0,0
OlZjC,CPBL-2020-KS,2020,一軍,2020-09-08,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,8,7,16,0,1
OlZjC,CPBL-2020-KS,2020,一軍,2020-09-08,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,7,8,12,0,0
98pVk,CPBL-2020-KS,2020,一軍,2020-09-06,例行賽,中信兄弟,n51lm,home,富邦悍將,3,6,12,0,0
98pVk,CPBL-2020-KS,2020,一軍,2020-09-06,例行賽,富邦悍將,Bh3cW,away,中信兄弟,6,3,9,0,1
2d9rw,CPBL-2020-KS,2020,一軍,2020-09-06,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,12,5,11,0,1
2d9rw,CPBL-2020-KS,2020,一軍,2020-09-06,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,5,12,7,0,0
LTnIX,CPBL-2020-KS,2020,一軍,2020-09-05,例行賽,中信兄弟,n51lm,home,富邦悍將,1,0,5,0,1
LTnIX,CPBL-2020-KS,2020,一軍,2020-09-05,例行賽,富邦悍將,Bh3cW,away,中信兄弟,0,1,3,0,0
aveJ3,CPBL-2020-KS,2020,一軍,2020-09-05,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,5,4,9,0,1
aveJ3,CPBL-2020-KS,2020,一軍,2020-09-05,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,4,5,8,0,0
eaA1v,CPBL-2020-KS,2020,一軍,2020-09-04,例行賽,中信兄弟,n51lm,home,富邦悍將,5,3,15,0,1
eaA1v,CPBL-2020-KS,2020,一軍,2020-09-04,例行賽,富邦悍將,Bh3cW,away,中信兄弟,3,5,6,0,0
WXs57,CPBL-2020-KS,2020,一軍,2020-09-04,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,8,7,16,0,1
WXs57,CPBL-2020-KS,2020,一軍,2020-09-04,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,7,8,7,0,0
1Ax9d,CPBL-2020-KS,2020,一軍,2020-09-03,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,5,1,10,0,1
1Ax9d,CPBL-2020-KS,2020,一軍,2020-09-03,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,1,5,6,0,0
zHmIr,CPBL-2020-KS,2020,一軍,2020-09-02,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,2,9,5,0,0
zHmIr,CPBL-2020-KS,2020,一軍,2020-09-02,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,9,2,15,0,1
F9bMr,CPBL-2020-KS,2020,一軍,2020-09-02,例行賽,樂天桃猿,BCqA8,home,富邦悍將,10,3,14,0,1
F9bMr,CPBL-2020-KS,2020,一軍,2020-09-02,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,3,10,10,0,0
zi89r,CPBL-2020-KS,2020,一軍,2020-09-01,例行賽,樂天桃猿,BCqA8,home,富邦悍將,2,14,9,0,0
zi89r,CPBL-2020-KS,2020,一軍,2020-09-01,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,14,2,22,0,1
MOnzl,CPBL-2020-KS,2020,一軍,2020-08-30,例行賽,富邦悍將,Bh3cW,home,中信兄弟,5,4,10,0,1
MOnzl,CPBL-2020-KS,2020,一軍,2020-08-30,例行賽,中信兄弟,n51lm,away,富邦悍將,4,5,7,0,0
noH1r,CPBL-2020-KS,2020,一軍,2020-08-30,例行賽,統一7-ELEVEn獅,ORcS5,home,樂天桃猿,4,7,8,0,0
noH1r,CPBL-2020-KS,2020,一軍,2020-08-30,例行賽,樂天桃猿,BCqA8,away,統一7-ELEVEn獅,7,4,14,0,1
iaKAK,CPBL-2020-KS,2020,一軍,2020-08-29,例行賽,富邦悍將,Bh3cW,home,中信兄弟,4,3,6,0,1
iaKAK,CPBL-2020-KS,2020,一軍,2020-08-29,例行賽,中信兄弟,n51lm,away,富邦悍將,3,4,7,0,0
Q9TTv,CPBL-2020-KS,2020,一軍,2020-08-29,例行賽,統一7-ELEVEn獅,ORcS5,home,樂天桃猿,6,11,14,0,0
Q9TTv,CPBL-2020-KS,2020,一軍,2020-08-29,例行賽,樂天桃猿,BCqA8,away,統一7-ELEVEn獅,11,6,12,0,1
w25sy,CPBL-2020-KS,2020,一軍,2020-08-28,例行賽,富邦悍將,Bh3cW,home,中信兄弟,4,5,8,0,0
w25sy,CPBL-2020-KS,2020,一軍,2020-08-28,例行賽,中信兄弟,n51lm,away,富邦悍將,5,4,9,0,1
INp2Y,CPBL-2020-KS,2020,一軍,2020-08-28,例行賽,統一7-ELEVEn獅,ORcS5,home,樂天桃猿,8,3,11,0,1
INp2Y,CPBL-2020-KS,2020,一軍,2020-08-28,例行賽,樂天桃猿,BCqA8,away,統一7-ELEVEn獅,3,8,5,0,0
CXbQl,CPBL-2020-KS,2020,一軍,2020-08-26,例行賽,富邦悍將,Bh3cW,home,統一7-ELEVEn獅,3,6,7,0,0
CXbQl,CPBL-2020-KS,2020,一軍,2020-08-26,例行賽,統一7-ELEVEn獅,ORcS5,away,富邦悍將,6,3,10,0,1
U5dBt,CPBL-2020-KS,2020,一軍,2020-08-26,例行賽,中信兄弟,n51lm,home,樂天桃猿,5,3,8,0,1
U5dBt,CPBL-2020-KS,2020,一軍,2020-08-26,例行賽,樂天桃猿,BCqA8,away,中信兄弟,3,5,11,0,0
ekX48,CPBL-2020-KS,2020,一軍,2020-08-25,例行賽,中信兄弟,n51lm,home,樂天桃猿,4,1,7,0,1
ekX48,CPBL-2020-KS,2020,一軍,2020-08-25,例行賽,樂天桃猿,BCqA8,away,中信兄弟,1,4,6,0,0
PsDwG,CPBL-2020-KS,2020,一軍,2020-08-23,例行賽,樂天桃猿,BCqA8,home,富邦悍將,0,6,7,0,0
PsDwG,CPBL-2020-KS,2020,一軍,2020-08-23,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,6,0,13,0,1
L3zyQ,CPBL-2020-KS,2020,一軍,2020-08-23,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,0,4,6,0,0
L3zyQ,CPBL-2020-KS,2020,一軍,2020-08-23,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,4,0,11,0,1
P9a3H,CPBL-2020-KS,2020,一軍,2020-08-22,例行賽,樂天桃猿,BCqA8,home,富邦悍將,10,7,17,0,1
P9a3H,CPBL-2020-KS,2020,一軍,2020-08-22,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,7,10,17,0,0
2XQgH,CPBL-2020-KS,2020,一軍,2020-08-22,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,19,3,22,0,1
2XQgH,CPBL-2020-KS,2020,一軍,2020-08-22,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,3,19,8,0,0
W1tFT,CPBL-2020-KS,2020,一軍,2020-08-21,例行賽,樂天桃猿,BCqA8,home,富邦悍將,3,2,10,0,1
W1tFT,CPBL-2020-KS,2020,一軍,2020-08-21,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,2,3,8,0,0
ZsfPV,CPBL-2020-KS,2020,一軍,2020-08-21,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,8,8,12,0,
ZsfPV,CPBL-2020-KS,2020,一軍,2020-08-21,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,8,8,11,0,
ATmdH,CPBL-2020-KS,2020,一軍,2020-08-20,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,7,8,14,0,0
ATmdH,CPBL-2020-KS,2020,一軍,2020-08-20,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,8,7,11,0,1
VZmMU,CPBL-2020-KS,2020,一軍,2020-08-19,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,4,8,5,0,0
VZmMU,CPBL-2020-KS,2020,一軍,2020-08-19,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,8,4,7,0,1
ZHh8K,CPBL-2020-KS,2020,一軍,2020-08-19,例行賽,中信兄弟,n51lm,home,富邦悍將,2,8,10,0,0
ZHh8K,CPBL-2020-KS,2020,一軍,2020-08-19,例行賽,富邦悍將,Bh3cW,away,中信兄弟,8,2,13,0,1
3H6JC,CPBL-2020-KS,2020,一軍,2020-08-16,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,4,7,7,0,0
3H6JC,CPBL-2020-KS,2020,一軍,2020-08-16,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,7,4,15,0,1
xIJae,CPBL-2020-KS,2020,一軍,2020-08-16,例行賽,樂天桃猿,BCqA8,home,中信兄弟,1,4,6,0,0
xIJae,CPBL-2020-KS,2020,一軍,2020-08-16,例行賽,中信兄弟,n51lm,away,樂天桃猿,4,1,9,0,1
NzNay,CPBL-2020-KS,2020,一軍,2020-08-15,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,9,11,15,0,0
NzNay,CPBL-2020-KS,2020,一軍,2020-08-15,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,11,9,18,0,1
D3cqr,CPBL-2020-KS,2020,一軍,2020-08-14,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,3,15,8,0,0
D3cqr,CPBL-2020-KS,2020,一軍,2020-08-14,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,15,3,20,0,1
wD9lX,CPBL-2020-KS,2020,一軍,2020-08-14,例行賽,樂天桃猿,BCqA8,home,中信兄弟,11,6,13,0,1
wD9lX,CPBL-2020-KS,2020,一軍,2020-08-14,例行賽,中信兄弟,n51lm,away,樂天桃猿,6,11,11,0,0
qflBX,CPBL-2020-KS,2020,一軍,2020-08-13,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,5,3,10,0,1
qflBX,CPBL-2020-KS,2020,一軍,2020-08-13,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,3,5,10,0,0
aPtWG,CPBL-2020-KS,2020,一軍,2020-08-12,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,10,0,15,0,1
aPtWG,CPBL-2020-KS,2020,一軍,2020-08-12,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,0,10,1,0,0
JGEeW,CPBL-2020-KS,2020,一軍,2020-08-12,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,10,6,14,0,1
JGEeW,CPBL-2020-KS,2020,一軍,2020-08-12,例行賽,樂天桃猿,BCqA8,away,富邦悍將,6,10,14,0,0
XmZ8R,CPBL-2020-KS,2020,一軍,2020-08-09,例行賽,富邦悍將,Bh3cW,home,統一7-ELEVEn獅,1,2,4,0,0
XmZ8R,CPBL-2020-KS,2020,一軍,2020-08-09,例行賽,統一7-ELEVEn獅,ORcS5,away,富邦悍將,2,1,10,0,1
O5ZuS,CPBL-2020-KS,2020,一軍,2020-08-09,例行賽,中信兄弟,n51lm,home,樂天桃猿,10,5,11,0,1
O5ZuS,CPBL-2020-KS,2020,一軍,2020-08-09,例行賽,樂天桃猿,BCqA8,away,中信兄弟,5,10,11,0,0
2JUld,CPBL-2020-KS,2020,一軍,2020-08-08,例行賽,富邦悍將,Bh3cW,home,統一7-ELEVEn獅,4,0,2,0,1
2JUld,CPBL-2020-KS,2020,一軍,2020-08-08,例行賽,統一7-ELEVEn獅,ORcS5,away,富邦悍將,0,4,6,0,0
61AwW,CPBL-2020-KS,2020,一軍,2020-08-08,例行賽,中信兄弟,n51lm,home,樂天桃猿,11,0,17,0,1
61AwW,CPBL-2020-KS,2020,一軍,2020-08-08,例行賽,樂天桃猿,BCqA8,away,中信兄弟,0,11,6,0,0
7Vr6C,CPBL-2020-KS,2020,一軍,2020-08-07,例行賽,富邦悍將,Bh3cW,home,統一7-ELEVEn獅,2,7,8,0,0
7Vr6C,CPBL-2020-KS,2020,一軍,2020-08-07,例行賽,統一7-ELEVEn獅,ORcS5,away,富邦悍將,7,2,9,0,1
h0fxr,CPBL-2020-KS,2020,一軍,2020-08-07,例行賽,中信兄弟,n51lm,home,樂天桃猿,1,4,4,0,0
h0fxr,CPBL-2020-KS,2020,一軍,2020-08-07,例行賽,樂天桃猿,BCqA8,away,中信兄弟,4,1,9,0,1
YJdCE,CPBL-2020-KS,2020,一軍,2020-08-06,例行賽,樂天桃猿,BCqA8,home,富邦悍將,8,3,16,0,1
YJdCE,CPBL-2020-KS,2020,一軍,2020-08-06,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,3,8,6,0,0
EsoXO,CPBL-2020-KS,2020,一軍,2020-08-05,例行賽,樂天桃猿,BCqA8,home,富邦悍將,4,3,8,0,1
EsoXO,CPBL-2020-KS,2020,一軍,2020-08-05,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,3,4,9,0,0
vhzak,CPBL-2020-KS,2020,一軍,2020-08-05,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,4,5,11,0,0
vhzak,CPBL-2020-KS,2020,一軍,2020-08-05,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,5,4,12,0,1
s03oh,CPBL-2020-KS,2020,一軍,2020-08-04,例行賽,中信兄弟,n51lm,home,統一7-ELEVEn獅,5,6,9,0,0
s03oh,CPBL-2020-KS,2020,一軍,2020-08-04,例行賽,統一7-ELEVEn獅,ORcS5,away,中信兄弟,6,5,12,0,1
GkW3X,CPBL-2020-KS,2020,一軍,2020-08-02,例行賽,中信兄弟,n51lm,home,富邦悍將,3,6,14,0,0
GkW3X,CPBL-2020-KS,2020,一軍,2020-08-02,例行賽,富邦悍將,Bh3cW,away,中信兄弟,6,3,12,0,1
d55wI,CPBL-2020-KS,2020,一軍,2020-08-02,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,4,10,11,0,0
d55wI,CPBL-2020-KS,2020,一軍,2020-08-02,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,10,4,12,0,1
yoyO1,CPBL-2020-KS,2020,一軍,2020-08-01,例行賽,中信兄弟,n51lm,home,富邦悍將,3,2,10,0,1
yoyO1,CPBL-2020-KS,2020,一軍,2020-08-01,例行賽,富邦悍將,Bh3cW,away,中信兄弟,2,3,6,0,0
njXYw,CPBL-2020-KS,2020,一軍,2020-08-01,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,5,3,10,0,1
njXYw,CPBL-2020-KS,2020,一軍,2020-08-01,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,3,5,10,0,0
wRPrt,CPBL-2020-KS,2020,一軍,2020-07-31,例行賽,中信兄弟,n51lm,home,富邦悍將,4,3,9,0,1
wRPrt,CPBL-2020-KS,2020,一軍,2020-07-31,例行賽,富邦悍將,Bh3cW,away,中信兄弟,3,4,9,0,0
7zoFc,CPBL-2020-KS,2020,一軍,2020-07-31,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,3,2,7,0,1
7zoFc,CPBL-2020-KS,2020,一軍,2020-07-31,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,2,3,9,0,0
m0z22,CPBL-2020-KS,2020,一軍,2020-07-30,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,3,5,6,0,0
m0z22,CPBL-2020-KS,2020,一軍,2020-07-30,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,5,3,10,0,1
O0WNj,CPBL-2020-KS,2020,一軍,2020-07-29,例行賽,樂天桃猿,BCqA8,home,中信兄弟,8,7,10,0,1
O0WNj,CPBL-2020-KS,2020,一軍,2020-07-29,例行賽,中信兄弟,n51lm,away,樂天桃猿,7,8,10,0,0
Dv99S,CPBL-2020-KS,2020,一軍,2020-07-28,例行賽,樂天桃猿,BCqA8,home,中信兄弟,1,4,7,0,0
Dv99S,CPBL-2020-KS,2020,一軍,2020-07-28,例行賽,中信兄弟,n51lm,away,樂天桃猿,4,1,10,0,1
I1N9X,CPBL-2020-KS,2020,一軍,2020-07-26,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,7,6,12,0,1
I1N9X,CPBL-2020-KS,2020,一軍,2020-07-26,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,6,7,10,0,0
dEfCZ,CPBL-2020-KS,2020,一軍,2020-07-26,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,5,10,13,0,0
dEfCZ,CPBL-2020-KS,2020,一軍,2020-07-26,例行賽,樂天桃猿,BCqA8,away,富邦悍將,10,5,15,0,1
PNaV6,CPBL-2020-KS,2020,一軍,2020-07-25,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,0,6,4,0,0
PNaV6,CPBL-2020-KS,2020,一軍,2020-07-25,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,6,0,7,0,1
9tye3,CPBL-2020-KS,2020,一軍,2020-07-25,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,8,5,12,0,1
9tye3,CPBL-2020-KS,2020,一軍,2020-07-25,例行賽,樂天桃猿,BCqA8,away,富邦悍將,5,8,12,0,0
roWkG,CPBL-2020-KS,2020,一軍,2020-07-24,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,8,4,12,0,1
roWkG,CPBL-2020-KS,2020,一軍,2020-07-24,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,4,8,11,0,0
ZOrKp,CPBL-2020-KS,2020,一軍,2020-07-24,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,8,7,19,0,1
ZOrKp,CPBL-2020-KS,2020,一軍,2020-07-24,例行賽,樂天桃猿,BCqA8,away,富邦悍將,7,8,16,0,0
lG0qH,CPBL-2020-KS,2020,一軍,2020-07-19,例行賽,樂天桃猿,BCqA8,home,富邦悍將,14,3,19,0,1
lG0qH,CPBL-2020-KS,2020,一軍,2020-07-19,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,3,14,8,0,0
Ihskv,CPBL-2020-KS,2020,一軍,2020-07-18,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,12,6,17,0,1
Ihskv,CPBL-2020-KS,2020,一軍,2020-07-18,例行賽,樂天桃猿,BCqA8,away,富邦悍將,6,12,16,0,0
8wCD0,CPBL-2020-KS,2020,一軍,2020-07-16,例行賽,富邦悍將,Bh3cW,home,中信兄弟,3,4,10,0,0
8wCD0,CPBL-2020-KS,2020,一軍,2020-07-16,例行賽,中信兄弟,n51lm,away,富邦悍將,4,3,13,0,1
q6K39,CPBL-2020-KS,2020,一軍,2020-07-15,例行賽,樂天桃猿,BCqA8,home,富邦悍將,14,3,17,0,1
q6K39,CPBL-2020-KS,2020,一軍,2020-07-15,例行賽,富邦悍將,Bh3cW,away,樂天桃猿,3,14,9,0,0
1qfYR,CPBL-2020-KS,2020,一軍,2020-07-14,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,1,5,4,0,0
1qfYR,CPBL-2020-KS,2020,一軍,2020-07-14,例行賽,樂天桃猿,BCqA8,away,富邦悍將,5,1,11,0,1
TIfIp,CPBL-2020-KS,2020,一軍,2020-07-14,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,1,6,5,0,0
TIfIp,CPBL-2020-KS,2020,一軍,2020-07-14,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,6,1,9,0,1
PNya4,CPBL-2020-KS,2020,一軍,2020-07-12,例行賽,樂天桃猿,BCqA8,home,中信兄弟,4,3,7,0,1
PNya4,CPBL-2020-KS,2020,一軍,2020-07-12,例行賽,中信兄弟,n51lm,away,樂天桃猿,3,4,8,0,0
UGX7f,CPBL-2020-KS,2020,一軍,2020-07-11,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,9,2,13,0,1
UGX7f,CPBL-2020-KS,2020,一軍,2020-07-11,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,2,9,6,0,0
Q0Nu5,CPBL-2020-KS,2020,一軍,2020-07-11,例行賽,中信兄弟,n51lm,home,富邦悍將,17,0,19,0,1
Q0Nu5,CPBL-2020-KS,2020,一軍,2020-07-11,例行賽,富邦悍將,Bh3cW,away,中信兄弟,0,17,4,0,0
OmuCg,CPBL-2020-KS,2020,一軍,2020-07-10,例行賽,樂天桃猿,BCqA8,home,統一7-ELEVEn獅,3,7,12,0,0
OmuCg,CPBL-2020-KS,2020,一軍,2020-07-10,例行賽,統一7-ELEVEn獅,ORcS5,away,樂天桃猿,7,3,12,0,1
2jEiy,CPBL-2020-KS,2020,一軍,2020-07-10,例行賽,中信兄弟,n51lm,home,富邦悍將,3,4,7,0,0
2jEiy,CPBL-2020-KS,2020,一軍,2020-07-10,例行賽,富邦悍將,Bh3cW,away,中信兄弟,4,3,8,0,1
UnP62,CPBL-2020-KS,2020,一軍,2020-07-08,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,7,1,9,0,1
UnP62,CPBL-2020-KS,2020,一軍,2020-07-08,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,1,7,5,0,0
woiXC,CPBL-2020-KS,2020,一軍,2020-07-08,例行賽,中信兄弟,n51lm,home,樂天桃猿,5,6,14,0,0
woiXC,CPBL-2020-KS,2020,一軍,2020-07-08,例行賽,樂天桃猿,BCqA8,away,中信兄弟,6,5,10,0,1
0PJLe,CPBL-2020-KS,2020,一軍,2020-07-07,例行賽,樂天桃猿,BCqA8,home,中信兄弟,7,9,10,0,0
0PJLe,CPBL-2020-KS,2020,一軍,2020-07-07,例行賽,中信兄弟,n51lm,away,樂天桃猿,9,7,12,0,1
I2xwc,CPBL-2020-KS,2020,一軍,2020-07-07,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,5,3,12,0,1
I2xwc,CPBL-2020-KS,2020,一軍,2020-07-07,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,3,5,10,0,0
MpXMj,CPBL-2020-KS,2020,一軍,2020-07-05,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,2,11,4,0,0
MpXMj,CPBL-2020-KS,2020,一軍,2020-07-05,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,11,2,14,0,1
2x15P,CPBL-2020-KS,2020,一軍,2020-07-05,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,9,4,13,0,1
2x15P,CPBL-2020-KS,2020,一軍,2020-07-05,例行賽,樂天桃猿,BCqA8,away,富邦悍將,4,9,9,0,0
UG2z2,CPBL-2020-KS,2020,一軍,2020-07-04,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,2,7,8,0,0
UG2z2,CPBL-2020-KS,2020,一軍,2020-07-04,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,7,2,10,0,1
sfC9H,CPBL-2020-KS,2020,一軍,2020-07-04,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,7,6,13,0,1
sfC9H,CPBL-2020-KS,2020,一軍,2020-07-04,例行賽,樂天桃猿,BCqA8,away,富邦悍將,6,7,10,0,0
xoXuv,CPBL-2020-KS,2020,一軍,2020-07-03,例行賽,統一7-ELEVEn獅,ORcS5,home,中信兄弟,3,9,10,0,0
xoXuv,CPBL-2020-KS,2020,一軍,2020-07-03,例行賽,中信兄弟,n51lm,away,統一7-ELEVEn獅,9,3,16,0,1
CMLIR,CPBL-2020-KS,2020,一軍,2020-07-03,例行賽,富邦悍將,Bh3cW,home,樂天桃猿,8,15,12,0,0
CMLIR,CPBL-2020-KS,2020,一軍,2020-07-03,例行賽,樂天桃猿,BCqA8,away,富邦悍將,15,8,21,0,1
OI0pE,CPBL-2020-KS,2020,一軍,2020-07-02,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,3,4,11,0,0
OI0pE,CPBL-2020-KS,2020,一軍,2020-07-02,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,4,3,12,0,1
4SG2J,CPBL-2020-KS,2020,一軍,2020-07-01,例行賽,統一7-ELEVEn獅,ORcS5,home,富邦悍將,7,2,9,0,1
4SG2J,CPBL-2020-KS,2020,一軍,2020-07-01,例行賽,富邦悍將,Bh3cW,away,統一7-ELEVEn獅,2,7,11,0,0
Vx3sh,CPBL-2020-KS,2020,一軍,2020-07-01,例行賽,樂天桃猿,BCqA8,home,中信兄弟,0,20,4,0,0
